expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado
EXP-00260,YUMBO,HURTO_PATRIMONIAL,Comisaria_2_Familia,2021,62,0.9,8,0,458,1
EXP-00261,FLORIDA,VIF,Comisaria_2_Familia,2020,44,0.9,2,0,149,1
EXP-00262,CALI,VIF,Comisaria_1_Familia,2023,82,1.1,5,0,220,1
EXP-00263,TULUA,VIF,Juzgado_Penal_Municipal_1,2023,71,1.25,6,0,218,0
EXP-00264,ZARZAL,ALIMENTOS,Comisaria_2_Familia,2024,33,0.9,6,0,249,1
EXP-00265,CALI,VIF,Juzgado_2_Familia,2022,82,1.2,8,0,325,1
EXP-00266,CALI,VIF,Comisaria_1_Familia,2023,82,1.1,5,0,296,1
EXP-00267,PRADERA,VIF,Juzgado_1_Familia,2024,38,1.35,5,0,294,1
EXP-00268,PALMIRA,ALIMENTOS,Juzgado_1_Familia,2023,74,1.35,12,1,740,1
EXP-00269,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,74,1.25,4,0,281,1
EXP-00270,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,67,1.2,9,1,512,1
EXP-00271,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,62,1.25,7,1,532,1
EXP-00272,ZARZAL,ALIMENTOS,Juzgado_2_Familia,2022,33,1.2,4,0,225,1
EXP-00273,YUMBO,VIF,Juzgado_1_Familia,2024,62,1.35,2,0,125,0
EXP-00274,FLORIDA,VIF,Comisaria_2_Familia,2023,44,0.9,1,0,68,1
EXP-00275,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,89,0.95,5,0,252,0
EXP-00276,CARTAGO,VIF,Comisaria_2_Familia,2022,58,0.9,3,0,120,1
EXP-00277,PALMIRA,ALIMENTOS,Comisaria_2_Familia,2023,74,0.9,4,0,197,1
EXP-00278,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,44,1.25,5,1,333,1
EXP-00279,CARTAGO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,58,1.35,8,0,410,1
EXP-00280,BUENAVENTURA,VIF,Juzgado_1_Familia,2023,89,1.35,2,0,143,1
EXP-00281,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,62,1.05,6,0,222,0
EXP-00282,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,53,1.2,10,1,533,1
EXP-00283,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,62,1.25,8,0,363,1
EXP-00284,CARTAGO,ALIMENTOS,Juzgado_3_Familia,2024,58,0.95,7,1,261,0
EXP-00285,BUENAVENTURA,ALIMENTOS,Comisaria_2_Familia,2024,89,0.9,5,1,415,1
EXP-00286,TULUA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,71,1.05,2,0,55,1
EXP-00287,PALMIRA,VIF,Juzgado_3_Familia,2022,74,0.95,3,0,181,1
EXP-00288,PRADERA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,38,0.9,4,1,267,1
EXP-00289,ZARZAL,ALIMENTOS,Juzgado_1_Familia,2022,33,1.35,5,0,244,1
EXP-00290,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_2_Familia,2023,53,0.9,9,0,414,1
EXP-00291,JAMUNDI,SUSTANCIAS,Comisaria_1_Familia,2024,67,1.1,7,0,287,1
EXP-00292,PRADERA,SUSTANCIAS,Juzgado_2_Familia,2024,38,1.2,1,0,100,1
EXP-00293,PALMIRA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2021,74,1.25,6,0,252,0
EXP-00294,CARTAGO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,58,1.2,12,1,722,1
EXP-00295,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,41,0.95,6,1,467,1
EXP-00296,PRADERA,VIF,Juzgado_Penal_Municipal_1,2024,38,1.25,6,0,296,1
EXP-00297,PALMIRA,VIF,Juzgado_1_Familia,2021,74,1.35,5,0,245,1
EXP-00298,JAMUNDI,VIF,Juzgado_Penal_Municipal_1,2024,67,1.25,5,0,276,0
EXP-00299,PALMIRA,SUSTANCIAS,Juzgado_3_Familia,2020,74,0.95,3,0,198,1
EXP-00300,ZARZAL,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,33,1.25,6,1,429,1
EXP-00301,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_1_Familia,2022,53,1.35,8,0,374,1
EXP-00302,GUADALAJARA DE BUGA,VIF,Juzgado_1_Familia,2022,53,1.35,6,0,237,1
EXP-00303,ZARZAL,ALIMENTOS,Comisaria_2_Familia,2023,33,0.9,2,0,137,0
EXP-00304,EL CERRITO,ALIMENTOS,Juzgado_1_Familia,2022,41,1.35,11,0,432,1
EXP-00305,GUADALAJARA DE BUGA,VIF,Juzgado_Penal_Municipal_1,2024,53,1.25,5,0,273,1
EXP-00306,BUENAVENTURA,VIF,Comisaria_2_Familia,2020,89,0.9,3,0,105,0
EXP-00307,SEVILLA,ALIMENTOS,Juzgado_3_Familia,2024,35,0.95,7,0,273,1
EXP-00308,PRADERA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2024,38,1.25,8,0,351,1
EXP-00309,CANDELARIA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2023,48,1.25,5,0,202,1
EXP-00310,PRADERA,ALIMENTOS,Comisaria_1_Familia,2023,38,1.1,7,1,457,1
EXP-00311,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,82,1.25,4,0,278,1
EXP-00312,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2024,48,1.2,4,0,306,1
EXP-00313,SEVILLA,VIF,Juzgado_1_Familia,2023,35,1.35,4,0,244,1
EXP-00314,CALI,ALIMENTOS,Juzgado_2_Familia,2022,82,1.2,5,0,233,0
EXP-00315,PALMIRA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,74,1.05,12,0,562,1
EXP-00316,ZARZAL,ALIMENTOS,Comisaria_1_Familia,2024,33,1.1,7,1,449,1
EXP-00317,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,82,1.05,7,1,461,0
EXP-00318,CALI,VIF,Juzgado_2_Familia,2022,82,1.2,8,0,346,1
EXP-00319,JAMUNDI,ALIMENTOS,Comisaria_1_Familia,2023,67,1.1,7,1,411,1
EXP-00320,BUENAVENTURA,VIF,Juzgado_1_Familia,2023,89,1.35,8,0,325,1
EXP-00321,PALMIRA,SUSTANCIAS,Juzgado_1_Familia,2021,74,1.35,6,0,350,1
EXP-00322,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,35,1.25,6,0,310,1
EXP-00323,SEVILLA,VIF,Comisaria_2_Familia,2021,35,0.9,1,0,37,1
EXP-00324,CARTAGO,ALIMENTOS,Comisaria_2_Familia,2023,58,0.9,8,0,423,1
EXP-00325,FLORIDA,VIF,Comisaria_1_Familia,2024,44,1.1,5,0,253,1
EXP-00326,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_2_Familia,2022,53,1.2,6,0,313,1
EXP-00327,PRADERA,VIF,Comisaria_1_Familia,2020,38,1.1,2,0,224,1
EXP-00328,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,74,1.05,5,0,233,1
EXP-00329,TULUA,VIF,Juzgado_Penal_Municipal_1,2023,71,1.25,5,0,220,1
EXP-00330,CANDELARIA,SUSTANCIAS,Juzgado_3_Familia,2024,48,0.95,2,0,114,0
EXP-00331,FLORIDA,VIF,Juzgado_Penal_Municipal_1,2024,44,1.25,2,0,133,1
EXP-00332,SEVILLA,VIF,Comisaria_1_Familia,2022,35,1.1,6,0,232,1
EXP-00333,CALI,ALIMENTOS,Juzgado_3_Familia,2024,82,0.95,1,0,155,1
EXP-00334,JAMUNDI,VIF,Comisaria_2_Familia,2023,67,0.9,6,0,255,1
EXP-00335,FLORIDA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2021,44,0.9,5,1,354,1
EXP-00336,GUADALAJARA DE BUGA,VIF,Juzgado_1_Familia,2023,53,1.35,4,0,268,1
EXP-00337,EL CERRITO,ALIMENTOS,Comisaria_2_Familia,2024,41,0.9,7,0,275,1
EXP-00338,JAMUNDI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,67,1.1,6,0,291,0
EXP-00339,YUMBO,VIF,Comisaria_1_Familia,2020,62,1.1,5,0,185,0
EXP-00340,CARTAGO,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,58,1.1,6,0,276,0
EXP-00341,GUADALAJARA DE BUGA,VIF,Juzgado_Penal_Municipal_1,2023,53,1.25,4,0,135,1
EXP-00342,CARTAGO,VIF,Juzgado_1_Familia,2024,58,1.35,6,0,285,1
EXP-00343,TULUA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2021,71,0.95,9,0,436,1
EXP-00344,YUMBO,ALIMENTOS,Comisaria_2_Familia,2023,62,0.9,4,1,284,0
EXP-00345,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,41,1.2,4,0,246,1
EXP-00346,CANDELARIA,VIF,Juzgado_Penal_Municipal_1,2020,48,1.25,4,0,157,0
EXP-00347,CARTAGO,VIF,Juzgado_Penal_Municipal_2,2021,58,1.05,6,0,276,1
EXP-00348,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,82,1.2,11,1,777,1
EXP-00349,YUMBO,ALIMENTOS,Juzgado_3_Familia,2023,62,0.95,4,1,268,0
EXP-00350,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,89,1.05,3,1,327,0
EXP-00351,PRADERA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,38,0.95,6,0,279,1
EXP-00352,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,67,1.35,9,0,433,1
EXP-00353,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,62,1.05,9,0,493,1
EXP-00354,BUENAVENTURA,ALIMENTOS,Comisaria_1_Familia,2021,89,1.1,3,0,222,1
EXP-00355,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,41,1.2,10,0,419,1
EXP-00356,CARTAGO,ALIMENTOS,Juzgado_2_Familia,2024,58,1.2,10,0,396,1
EXP-00357,CANDELARIA,ALIMENTOS,Comisaria_2_Familia,2024,48,0.9,5,1,334,1
EXP-00358,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,71,1.05,2,1,201,1
EXP-00359,CALI,VIF,Juzgado_2_Familia,2023,82,1.2,5,0,217,1
EXP-00360,EL CERRITO,VIF,Juzgado_1_Familia,2022,41,1.35,5,0,292,1
EXP-00361,CARTAGO,ALIMENTOS,Juzgado_3_Familia,2023,58,0.95,1,0,51,1
EXP-00362,BUENAVENTURA,VIF,Juzgado_3_Familia,2022,89,0.95,6,0,318,1
EXP-00363,CARTAGO,VIF,Juzgado_3_Familia,2024,58,0.95,7,0,297,1
EXP-00364,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,35,1.05,5,0,277,1
EXP-00365,JAMUNDI,ALIMENTOS,Juzgado_3_Familia,2023,67,0.95,7,0,322,1
EXP-00366,FLORIDA,ALIMENTOS,Comisaria_2_Familia,2024,44,0.9,7,0,296,1
EXP-00367,PALMIRA,VIF,Juzgado_1_Familia,2024,74,1.35,7,0,366,1
EXP-00368,FLORIDA,VIF,Juzgado_Penal_Municipal_1,2024,44,1.25,2,0,141,1
EXP-00369,PRADERA,SUSTANCIAS,Juzgado_3_Familia,2023,38,0.95,3,0,200,1
EXP-00370,JAMUNDI,ALIMENTOS,Comisaria_2_Familia,2022,67,0.9,4,0,183,1
EXP-00371,EL CERRITO,VIF,Comisaria_2_Familia,2024,41,0.9,4,0,206,1
EXP-00372,CANDELARIA,ALIMENTOS,Juzgado_3_Familia,2022,48,0.95,3,0,247,1
EXP-00373,FLORIDA,VIF,Juzgado_1_Familia,2021,44,1.35,9,0,412,1
EXP-00374,PRADERA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2021,38,1.35,7,1,492,1
EXP-00375,SEVILLA,ALIMENTOS,Comisaria_2_Familia,2024,35,0.9,4,0,127,1
EXP-00376,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1,2022,82,1.25,8,0,384,1
EXP-00377,BUENAVENTURA,VIF,Juzgado_2_Familia,2020,89,1.2,6,0,182,0
EXP-00378,EL CERRITO,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,41,0.9,6,1,414,1
EXP-00379,ZARZAL,VIF,Comisaria_2_Familia,2023,33,0.9,5,0,259,1
EXP-00380,SEVILLA,ALIMENTOS,Juzgado_1_Familia,2021,35,1.35,7,1,471,1
EXP-00381,CARTAGO,ALIMENTOS,Juzgado_3_Familia,2023,58,0.95,6,0,318,1
EXP-00382,JAMUNDI,VIF,Juzgado_3_Familia,2021,67,0.95,4,0,152,1
EXP-00383,EL CERRITO,VIF,Juzgado_2_Familia,2024,41,1.2,6,0,322,1
EXP-00384,TULUA,ALIMENTOS,Juzgado_1_Familia,2023,71,1.35,9,1,596,1
EXP-00385,TULUA,VIF,Comisaria_1_Familia,2021,71,1.1,3,0,152,1
EXP-00386,BUENAVENTURA,VIF,Juzgado_3_Familia,2022,89,0.95,2,0,193,1
EXP-00387,SEVILLA,ALIMENTOS,Juzgado_1_Familia,2021,35,1.35,13,0,651,1
EXP-00388,TULUA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2020,71,0.95,2,1,161,1
EXP-00389,SEVILLA,VIF,Juzgado_3_Familia,2022,35,0.95,3,0,132,1
EXP-00390,YUMBO,HURTO_PATRIMONIAL,Comisaria_2_Familia,2021,62,0.9,9,0,471,1
EXP-00391,PRADERA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2021,38,0.95,8,0,378,1
EXP-00392,ZARZAL,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,33,1.2,4,0,206,1
EXP-00393,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,53,1.25,2,1,123,1
EXP-00394,SEVILLA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,35,0.9,4,0,175,1
EXP-00395,CANDELARIA,ALIMENTOS,Comisaria_2_Familia,2020,48,0.9,3,0,161,0
EXP-00396,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,67,1.05,7,0,329,1
EXP-00397,TULUA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2024,71,1.25,6,0,220,1
EXP-00398,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,44,1.25,2,1,204,0
EXP-00399,TULUA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2022,71,1.25,7,0,292,0
EXP-00400,FLORIDA,ALIMENTOS,Juzgado_2_Familia,2024,44,1.2,4,0,199,0
EXP-00401,TULUA,VIF,Juzgado_3_Familia,2024,71,0.95,4,0,230,1
EXP-00402,TULUA,SUSTANCIAS,Juzgado_Penal_Municipal_2,2024,71,1.05,8,0,353,1
EXP-00403,CALI,ALIMENTOS,Juzgado_2_Familia,2024,82,1.2,7,0,315,1
EXP-00404,SEVILLA,ALIMENTOS,Comisaria_1_Familia,2024,35,1.1,8,0,331,1
EXP-00405,GUADALAJARA DE BUGA,VIF,Juzgado_1_Familia,2022,53,1.35,6,0,307,1
EXP-00406,BUENAVENTURA,ALIMENTOS,Juzgado_3_Familia,2024,89,0.95,6,1,410,1
EXP-00407,PALMIRA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,74,1.35,9,1,611,1
EXP-00408,SEVILLA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2023,35,1.25,4,0,193,1
EXP-00409,TULUA,VIF,Comisaria_1_Familia,2022,71,1.1,6,0,271,1
EXP-00410,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,53,1.05,5,0,295,1
EXP-00411,EL CERRITO,VIF,Juzgado_Penal_Municipal_1,2022,41,1.25,5,0,160,0
EXP-00412,ZARZAL,ALIMENTOS,Juzgado_1_Familia,2023,33,1.35,6,1,428,1
EXP-00413,SEVILLA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2023,35,1.05,4,0,277,1
EXP-00414,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,35,1.05,3,0,150,1
EXP-00415,ZARZAL,VIF,Juzgado_2_Familia,2024,33,1.2,1,0,113,1
EXP-00416,EL CERRITO,VIF,Juzgado_2_Familia,2023,41,1.2,2,0,179,1
EXP-00417,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,62,1.05,4,0,232,1
EXP-00418,BUENAVENTURA,ALIMENTOS,Juzgado_2_Familia,2024,89,1.2,7,1,628,1
EXP-00419,YUMBO,ALIMENTOS,Comisaria_1_Familia,2021,62,1.1,5,0,286,1
EXP-00420,PALMIRA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,74,0.95,4,0,118,0
EXP-00421,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_1_Familia,2024,53,1.1,7,1,519,1
EXP-00422,YUMBO,SUSTANCIAS,Juzgado_1_Familia,2023,62,1.35,6,0,247,1
EXP-00423,JAMUNDI,SUSTANCIAS,Comisaria_1_Familia,2024,67,1.1,7,0,277,1
EXP-00424,PALMIRA,VIF,Juzgado_1_Familia,2023,74,1.35,9,0,382,1
EXP-00425,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,53,1.05,2,0,186,1
EXP-00426,BUENAVENTURA,VIF,Juzgado_Penal_Municipal_2,2024,89,1.05,7,0,295,1
EXP-00427,SEVILLA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,35,0.95,9,0,384,1
EXP-00428,FLORIDA,VIF,Comisaria_2_Familia,2023,44,0.9,1,0,71,1
EXP-00429,YUMBO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,62,1.2,13,1,869,1
EXP-00430,FLORIDA,VIF,Juzgado_2_Familia,2023,44,1.2,5,0,207,1
EXP-00431,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,58,1.25,6,0,340,1
EXP-00432,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,53,1.25,6,0,310,1
EXP-00433,FLORIDA,SUSTANCIAS,Juzgado_2_Familia,2024,44,1.2,4,0,174,0
EXP-00434,TULUA,SUSTANCIAS,Juzgado_3_Familia,2023,71,0.95,2,0,70,1
EXP-00435,TULUA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,71,0.9,2,1,240,1
EXP-00436,CALI,ALIMENTOS,Comisaria_2_Familia,2022,82,0.9,9,1,401,1
EXP-00437,FLORIDA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,44,1.1,8,0,300,1
EXP-00438,JAMUNDI,VIF,Juzgado_Penal_Municipal_1,2022,67,1.25,1,0,75,1
EXP-00439,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,67,1.25,8,0,444,1
EXP-00440,FLORIDA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,44,1.2,7,0,337,1
EXP-00441,ZARZAL,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,33,1.05,3,0,202,1
EXP-00442,SEVILLA,VIF,Juzgado_1_Familia,2022,35,1.35,9,0,391,1
EXP-00443,CALI,ALIMENTOS,Juzgado_2_Familia,2022,82,1.2,9,0,373,1
EXP-00444,CALI,VIF,Comisaria_2_Familia,2022,82,0.9,4,0,247,1
EXP-00445,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2021,67,0.95,1,0,23,0
EXP-00446,SEVILLA,VIF,Comisaria_2_Familia,2023,35,0.9,2,0,82,0
EXP-00447,CANDELARIA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,48,0.9,7,1,397,1
EXP-00448,ZARZAL,VIF,Juzgado_3_Familia,2024,33,0.95,3,0,113,0
EXP-00449,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2020,48,1.2,7,1,393,1
EXP-00450,PRADERA,VIF,Juzgado_1_Familia,2020,38,1.35,6,0,337,1
EXP-00451,SEVILLA,VIF,Comisaria_2_Familia,2022,35,0.9,3,0,190,1
EXP-00452,GUADALAJARA DE BUGA,VIF,Juzgado_3_Familia,2022,53,0.95,3,0,194,1
EXP-00453,ZARZAL,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,33,1.25,3,0,206,0
EXP-00454,TULUA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,71,1.2,3,1,208,1
EXP-00455,PALMIRA,VIF,Comisaria_1_Familia,2024,74,1.1,4,0,226,1
EXP-00456,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,35,1.05,8,0,407,1
EXP-00457,ZARZAL,ALIMENTOS,Juzgado_2_Familia,2022,33,1.2,6,0,231,1
EXP-00458,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,35,1.25,10,0,412,1
EXP-00459,BUENAVENTURA,VIF,Juzgado_2_Familia,2023,89,1.2,6,0,276,1
EXP-00460,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,58,1.25,6,0,360,1
EXP-00461,ZARZAL,ALIMENTOS,Comisaria_1_Familia,2024,33,1.1,7,1,386,1
EXP-00462,FLORIDA,VIF,Comisaria_1_Familia,2021,44,1.1,3,0,204,1
EXP-00463,SEVILLA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,35,0.95,9,0,401,1
EXP-00464,ZARZAL,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,33,1.05,6,0,268,1
EXP-00465,EL CERRITO,SUSTANCIAS,Juzgado_3_Familia,2024,41,0.95,4,0,170,0
EXP-00466,SEVILLA,ALIMENTOS,Juzgado_3_Familia,2020,35,0.95,7,0,345,1
EXP-00467,JAMUNDI,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,67,1.25,8,0,355,1
EXP-00468,EL CERRITO,ALIMENTOS,Juzgado_3_Familia,2023,41,0.95,7,1,389,1
EXP-00469,PALMIRA,VIF,Juzgado_2_Familia,2021,74,1.2,10,0,375,1
EXP-00470,EL CERRITO,SUSTANCIAS,Juzgado_Penal_Municipal_2,2023,41,1.05,6,0,196,1
EXP-00471,BUENAVENTURA,VIF,Juzgado_1_Familia,2023,89,1.35,7,0,309,1
EXP-00472,SEVILLA,VIF,Juzgado_Penal_Municipal_2,2024,35,1.05,4,0,180,1
EXP-00473,CARTAGO,VIF,Juzgado_2_Familia,2023,58,1.2,7,0,309,1
EXP-00474,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,48,1.25,7,0,336,0
EXP-00475,EL CERRITO,VIF,Comisaria_1_Familia,2023,41,1.1,6,0,267,1
EXP-00476,FLORIDA,VIF,Comisaria_2_Familia,2023,44,0.9,4,0,171,0
EXP-00477,PRADERA,VIF,Juzgado_Penal_Municipal_1,2024,38,1.25,6,0,269,1
EXP-00478,ZARZAL,VIF,Juzgado_Penal_Municipal_2,2023,33,1.05,6,0,295,1
EXP-00479,CARTAGO,SUSTANCIAS,Comisaria_1_Familia,2021,58,1.1,8,0,320,1
EXP-00480,JAMUNDI,ALIMENTOS,Comisaria_1_Familia,2022,67,1.1,1,1,176,1
EXP-00481,SEVILLA,ALIMENTOS,Juzgado_3_Familia,2024,35,0.95,2,0,148,1
EXP-00482,CANDELARIA,ALIMENTOS,Comisaria_1_Familia,2022,48,1.1,7,0,322,1
EXP-00483,PRADERA,ALIMENTOS,Juzgado_3_Familia,2022,38,0.95,1,0,82,0
EXP-00484,SEVILLA,ALIMENTOS,Comisaria_1_Familia,2021,35,1.1,5,1,338,1
EXP-00485,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2024,48,1.2,10,0,402,1
EXP-00486,FLORIDA,VIF,Juzgado_Penal_Municipal_1,2022,44,1.25,6,0,238,1
EXP-00487,FLORIDA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,44,1.2,4,0,235,1
EXP-00488,PRADERA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,38,1.05,10,0,476,1
EXP-00489,JAMUNDI,VIF,Juzgado_1_Familia,2023,67,1.35,8,0,378,1
EXP-00490,PALMIRA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2023,74,1.05,6,1,553,1
EXP-00491,CALI,ALIMENTOS,Juzgado_3_Familia,2024,82,0.95,8,1,548,1
EXP-00492,CANDELARIA,VIF,Juzgado_3_Familia,2021,48,0.95,2,0,103,1
EXP-00493,PRADERA,VIF,Juzgado_Penal_Municipal_1,2024,38,1.25,6,0,282,1
EXP-00494,CANDELARIA,VIF,Juzgado_Penal_Municipal_1,2022,48,1.25,4,0,146,0
EXP-00495,SEVILLA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,35,1.25,16,1,909,1
EXP-00496,SEVILLA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,35,1.2,3,0,198,1
EXP-00497,SEVILLA,ALIMENTOS,Juzgado_2_Familia,2021,35,1.2,8,0,364,1
EXP-00498,JAMUNDI,VIF,Juzgado_1_Familia,2024,67,1.35,9,0,392,1
EXP-00499,ZARZAL,SUSTANCIAS,Juzgado_2_Familia,2022,33,1.2,2,0,113,0
EXP-00500,GUADALAJARA DE BUGA,VIF,Juzgado_3_Familia,2023,53,0.95,5,0,209,1
EXP-00501,GUADALAJARA DE BUGA,VIF,Juzgado_Penal_Municipal_1,2023,53,1.25,7,0,346,1
EXP-00502,PALMIRA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,74,1.35,13,0,595,1
EXP-00503,EL CERRITO,ALIMENTOS,Juzgado_1_Familia,2023,41,1.35,12,0,523,1
EXP-00504,JAMUNDI,VIF,Juzgado_Penal_Municipal_2,2024,67,1.05,2,0,142,1
EXP-00505,PALMIRA,VIF,Juzgado_1_Familia,2022,74,1.35,3,0,175,1
EXP-00506,BUENAVENTURA,VIF,Juzgado_3_Familia,2023,89,0.95,8,0,356,1
EXP-00507,PRADERA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2023,38,1.05,1,0,78,1
EXP-00508,SEVILLA,ALIMENTOS,Juzgado_1_Familia,2024,35,1.35,2,0,157,0
EXP-00509,BUENAVENTURA,SUSTANCIAS,Juzgado_1_Familia,2024,89,1.35,5,0,303,1
EXP-00510,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,38,1.05,4,0,168,1
EXP-00511,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,89,1.25,9,0,374,1
EXP-00512,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,48,1.2,9,0,352,1
EXP-00513,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,89,1.2,8,0,377,1
EXP-00514,CARTAGO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,58,0.95,7,0,334,0
EXP-00515,YUMBO,VIF,Juzgado_2_Familia,2022,62,1.2,5,0,159,1
EXP-00516,CARTAGO,VIF,Juzgado_Penal_Municipal_1,2024,58,1.25,7,0,359,1
EXP-00517,BUENAVENTURA,ALIMENTOS,Juzgado_3_Familia,2023,89,0.95,8,0,360,1
EXP-00518,CALI,ALIMENTOS,Juzgado_3_Familia,2024,82,0.95,5,0,309,1
EXP-00519,SEVILLA,VIF,Comisaria_2_Familia,2020,35,0.9,5,0,201,0
